"","doc.text"
"1282","^ Grindley, Lucas (February 21, 2013). ""Jon Huntsman Backs Marriage Equality, Calls on GOP to Evolve"". The Advocate. "
"1283","^ Volsky, Igor (December 1, 2011). ""Longshot GOP Presidential Candidate Gary Johnson Comes Out For Marriage Equality"". ThinkProgress. ""'... and the time has come for us to align our marriage laws with the notion that every individual should be treated equally.'"" "
"1284","^ a b c ""Oregon United for Marriage Political"". Oregon United for Marriage. Retrieved June 21, 2013. "
"1285","^ a b Kunin, Madeleine M. (April 7, 2009). ""Vermont Passes Gay Marriage: How Far We've Come"". The Huffington Post. Retrieved May 8, 2010. "
"1286","^ Camden, Jim (1996-10-14). ""Sounding Out Washington Voters Oppose Gay Marriages Poll Also Shows Many Against Banning Partial-Birth Abortions"". The Spokesman-Review. Retrieved 2012-06-07. "
"1287","^ Goodnough, Abby (2009-06-03). ""New Hampshire Legalizes Same-Sex Marriage"". The New York Times. Retrieved 2009-07-09. ""Gov. John Lynch promptly signed the legislation, making the state the sixth to let gay couples wed. ... 'Today,' he said, 'we are standing up for the liberties of same-sex couples by making clear that they will receive the same rights, responsibilities—and respect—under New Hampshire law.'"" "
"1288","^ a b Solomon, Deborah (April 29, 2009). ""Jersey Boy"". The New York Times. Retrieved May 8, 2010. "
"1289","^ a b Barnes, Dustin (March 21, 2013). ""Former Mississippi governor Musgrove endorses gay marriage, same-sex adoptions"". Clarion-Ledger. "
"1290","^ a b Template:City news"
"1291","^ a b ""Bill recognizes civil right of marriage"". The Hudson Valley Press. 2009-04-29. Retrieved 2009-07-09. ""'Marriage equality is about basic civil rights and personal freedom,' Governor Paterson said."" "
"1292","^ a b Srikameswaran, Anita (March 17, 2012). ""Gay pride marches on as marriage debate rages"". Pittsburgh Post-Gazette. Retrieved May 8, 2012. ""'Some day I hope that shirt says ""Just married in Pennsylvania,""' he [Rendell] said, to a roar of approval from the crowd."" "
"1293","^ ""Rants & Raves"". The Advocate. March 15, 2005. p. 12. Retrieved June 25, 2011. ""If y'all want to get married, it's all right with me. I can't say it's worked too damn well for those of us of the heterosexual persuasion."" "
"1294","^ ""Kitzhaber to sign Oregon gay marriage petition"". The Register-Guard. Associated Press. February 14, 2013. Retrieved February 14, 2013. "
"1295","^ ""Rosselló takes stand for gay marriage"". Caribbean Business. January 28, 2013. Retrieved March 3, 2013. "
"1296","^ ""N.H., Maine, D.C. make progress on the gay-marriage front"". Zeenews. October 2, 2012. Retrieved June 6, 2013. ""I always said that I have nothing against people doing what they want to do. If couple wants to get married, they should get married. I personally always said that marriage is between a man and a woman, but I would never enforce my will on people. I always want people to make that decision. If they want to get married, let them get married,"" "
"1297","^ Freedlander, David (March 27, 2013). ""Number of Democratic Holdouts Against Gay Marriage Is Dwindling Fast"". The Daily Beast. Retrieved July 16, 2013. "
"1298","^ a b Hakim, Danny (2006-10-07). ""Spitzer Vows to Push for Gay Marriage"". New York Times. Retrieved 2010-01-20. "
"1299","^ Keefe, Alex (March 7, 2013). ""Former Illinois governors warn against firing GOP chair over gay marriage flap"". WBEZ. "
"1300","^ a b Girard, Jeff (May 21, 2011). ""Jesse Ventura Supports Gays' Equal Rights"". YouTube. Retrieved May 24, 2011. ""I support gay marriage."" "
"1301","^ Tau, Byron (December 15, 2011). ""Vilsack backs gay marriage -- in Iowa"". Politico. Retrieved December 15, 2011. "
"1302","^ a b ""Will prominent KY Democrats ""evolve"" on marriage equality? (UPDATE)"". Louisville Eccentric Observer. April 8, 2013. Retrieved April 9, 2013. ""I don't believe government should judge which adults can and which cannot make a loving, life-long commitment to each other. That's why both Madeline and I [Jerry Abramson] support marriage equality for all adults."" "
"1303","^ Chibbaro, Lou (February 3, 2011). ""Md. lieutenant guv backs marriage bill"". Washington Blade. Retrieved February 3, 2011. "
"1304","^ Chase, Randall (September 13, 2012). ""Markell, Carper face GOP challengers at forum"". San Francisco Chronicle. Associated Press. Retrieved September 24, 2012. ""Denn and his Republican rival, Sher Valenzuela, offered conflicting views on same-sex marriage, with Denn touting his support of same-sex civil unions and saying 'marriage equality is the next logical step forward.'"" "
"1305","^ a b Scott, Brendan; Fermino, Jennifer (May 27, 2010). ""Andy taps union foe as his mate"". New York Post. Retrieved December 21, 2010. "
"1306","^ Lavers, Michael. ""Ralph Northam: Equality is the 'sensible way to go'"". The Washington Blade. Retrieved January 11, 2014. "
"1307","^ ""Key Washington state gay marriage vote Wednesday"". Fox News. February 1, 2012. Retrieved February 16, 2012. ""Lt. Gov. Brad Owen, president of the Senate, sa[id] that he has emphasized tolerance and diversity at state schools for decades, which would make it 'hypocritical for me to not support this [same-sex marriage] bill.'"" "
"1308","^ ""About Elizabeth"". Elizabeth Roberts for Rhode Island. Archived from the original on November 3, 2010. Retrieved June 24, 2010. "
"1309","^ Barlow, Daniel (August 26, 2010). ""Gay rights backlash not evident at polls"". Rutland Herald. Retrieved December 21, 2010. ""But in addition to re-electing Mullin, voters also nominated three other Republican senators who supported same-sex marriage: Washington County Sen. Phil Scott won the party's endorsement for lieutenant governor and Sens. Diane Snelling of Chittenden County and Bill Doyle of Washington County faced no primary challengers."" "
"1310","^ Streit, Meghan (October 20, 2010). ""Elections '10: Lieutenant Governor Sheila Simon on her office and equality"". Windy City Times. Retrieved December 21, 2010. "
"1311","^ ""Gov. Abercrombie signs historic marriage equity legislation into law"" (Press release). State of Hawaii. November 13, 2013. Retrieved December 5, 2013. "
"1312","^ Miller, Robert (October 22, 2010). ""Wyman promises fiscal toughness"". The News-Times. Retrieved December 21, 2010. "
"1313","^ ""California's Highest-Ranking Latino Elected Official Sends Strong Message to Governor to Oppose Marriage Discrimination"" (Press release). Equality California. September 9, 2005. Retrieved February 16, 2012. ""As the highest-ranking Latino elected official in California, we applaud Lt. Governor Cruz Bustamante for his leadership and for his support of marriage equality."" "
"1314","^ Clayworth, Jason (November 11, 2009). ""Support marriage equality, GOP's Joy Corning says in new robo call"". The Des Moines Register. Retrieved February 8, 2010. "
"1315","^ a b ""Issues: Equality and Civil Rights"". Lee Fisher for Ohio. Archived from the original on November 3, 2010. Retrieved June 24, 2010. "
"1316","^ Huffington Post report on Halter"
"1317","^ a b Mehta, Seema (June 28, 2013). ""Abel Maldonado does about-face, supports gay marriage"". Los Angeles Times. Retrieved June 29, 2013. "
"1318","^ a b ""Mass. lieutenant governor candidates on the issues"". The Boston Globe. September 15, 2006. Retrieved February 9, 2010. "
"1319","^ [1][dead link]"
"1320","^ ""Gay Couples Win Vermont Case"". CBS News. Associated Press. February 11, 2009. Retrieved April 11, 2012. ""But the lieutenant governor, Douglas Racine, and the speaker of the Vermont House, Michael Obuchowski, have said they favor same sex marriages."" "
"1321","^ DeBernardo, Francis (2011). ""Marriage Equality: A Positive Catholic Approach"". New Ways Ministry. Retrieved February 16, 2012. ""One of the dreams of my late father, Robert F. Kennedy, was that all children would have security in their lives […] My commitment to marriage equality springs from this same dream."" "
"1322","^ ""Beau Biden proud of his dad, Obama on gay marriage"". ABC. 2012-05-12. Retrieved 2012-06-07. "
"1323","^ Fitzpatrick, Laura (2009-12-10). ""Senate Candidate Martha Coakley"". Time. Retrieved 2012-06-07. "
"1324","^ Sahil Kapur (March 5, 2014). ""TPM Interview: Why Kentucky's Attorney General Refuses To Defend His State's Anti-Gay Law"". TPM DC. Retrieved March 5, 2014. "
"1325","^ Lachman, Samantha (2014-07-28). ""North Carolina Attorney General To Stop Defending State's Gay Marriage Ban"". Huffington Post. Retrieved 2014-07-28. "
"1326","^ ""Bob Ferguson Supports Marriage Equality"". Friends of Bob Ferguson. January 9, 2012. Retrieved January 16, 2013. "
"1327","^ ""Brief of Massachusetts, California, Connecticut, Delaware, District of Columbia, Illinois, Iowa, Maine, Maryland, New Hampshire, New Mexico, New York, Oregon, Vermont, and Washington as amici curiae in support of appellants"". Commonwealth of Massachusetts. October 25, 2013. Retrieved October 26, 2013. "
"1328","^ ""Doug Gansler for Gay Marriage Rally"". YouTube. Retrieved 2012-06-07. "
"1329","^ Vozzella/Pershing, Laura/Ben. ""Obenshain concedes Virginia attorney general’s race to Herring"". Retrieved January 11, 2014. "
"1330","^ July 2013 (2013-06-28). ""Mississippi AG Jim Hood: The Last Democrat in Dixie"". Governing.com. Retrieved 2014-06-29. "
"1331","^ a b c d ""Brief of Massachusetts, Connecticut, Delaware, District of Columbia, Illinois, Iowa, Maine, Maryland, New Hampshire, New Mexico, New York, Oregon, Vermont, and Washington as amici curiae in support of respondents"". SCOTUSblog. February 28, 2013. Retrieved February 28, 2013. "
"1332","^ Griffiths, Ben. Kane & Murphy Debate at Progressive Summit. PoliticsPA.com. (Interview). Retrieved January 16, 2013. ""[T]here was plenty of agreement between the candidates on key progressive issues like supporting gay marriage"" "
"1333","^ Geidner, Chris. Three Marriage Equality States Absent From Marriage Brief In Appeals Court. buzzfeed.com. (Interview). Retrieved May 6, 2014. "
"1334","^ ""Missouri Attorney General Chris Koster Talks SEC, Death Penalty, and Gay Marriage"". YouTube.com. 2013-12-03. Retrieved 2014-06-29. "
"1335","^ Blair, Chad (October 28, 2013). ""Hawaii Senate Panel Passes Same-Sex Marriage Bill"". Honolulu Civil Beat. Retrieved October 30, 2013. "
"1336","^ Huppke, Rex W. (2012-06-01). ""Attorney general backs challenges to gay marriage ban"". Chicago Tribune. Retrieved 2012-06-07. "
"1337","^ Mark Waite (2013-10-30). ""Kulkin announces bid for lieutenant governor"". Pvtimes.com. Retrieved 2014-06-29. "
"1338","^ ""Arkansas Attorney General Dustin McDaniel supports gay marriage, defends ban"". Politico. Associated Press. May 3, 2014. Retrieved May 3, 2014. "
"1339","^ ""Iowa Attorney General’s Office Statement on Iowa Supreme Court Ruling that Same-Sex Marriage Ban is Unconstitutional"". Office of the Attorney General, Iowa. 2009-04-03. Retrieved 2012-06-07. "
"1340","^ Harrison, Judy (April 22, 2009). ""Tradition vs. Civil Rights"". Bangor Daily News. Retrieved June 8, 2012. ""Attorney General Janet Mills, in an unscheduled appearance, urged lawmakers to legalize same-sex marriage."" "
"1341","^ Rosenblum, Ellen (2012). ""Ellen Rosenblum - Issues"". Ellen Rosenblum for Oregon AG 2012. Retrieved 2012-06-15. ""Marriage Equality - I support the rights of all Oregonians in committed, loving relationship to marry, regardless of their sexual orientation."" "
"1342","^ Sorrell, Bill (May 9, 2012). ""It's great to see our President ..."". Twitter. Retrieved August 29, 2012. ""It's great to see our President step out there and stand up for marriage equality"" "
"1343","^ Skelton, George (September 5, 2005). ""Debate Brings Clarity to Gay Marriage Issue"". Los Angeles Times. Retrieved July 18, 2012. ""'You know,' he [Lockyer] replied, 'people have so many problems and life's so short, if letting gays ""marry"" gives them some joy and happiness, why not? I say let them do it.'"" "
"1344","^ ""Where attorney general candidates stand on gay marriage"". Providence Journal. 2010-09-02. Retrieved 2012-06-07. "
"1345","^ Madrid, Patricia A. (November 18, 2013). ""NM Supreme Court should settle marriage issue"". Albuquerque Journal. Retrieved November 18, 2013. "
"1346","^ ""Jim Petro endorses Freedom to Marry Amendment"" (Press release). Freedom to Marry Ohio. July 8, 2013. Retrieved July 8, 2013. "
"1347","^ Phillips, Frank (February 12, 2005). ""AG backs legalizing same-sex marriage"". The Boston Globe. Retrieved June 8, 2012. "
"1348","^ a b Goodman, Josh (February 1, 2010). ""Governors Races: Where Will Democrats Support Gay Marriage?"". Governing. Retrieved June 8, 2012. "
"1349","^ Woods, Grant (June 25, 2014). ""Former AG: Arizona's marriage ban is wrong"". The Arizona Republic. Retrieved June 25, 2014. "
"1350","^ a b ""Adopted Resolutions"". United States Conference of Mayors. Retrieved April 7, 2012. ""Be it further resolved that The U.S. Conference of Mayors supports marriage equality for same-sex couples"" "
"1351","^ Miller, Jim (June 14, 2013). ""Gay marriage: Aguilar urges Supreme Court to overturn Prop. 8"". Political Empire. Retrieved July 19, 2013. "
"1352","^ ""LGBT Equality for All New Yorkers"". billdeblasio.com. Retrieved January 11, 2014. "
"1353","^ a b [Former Mayor Foxx speaks on marriage equality as Clodfelter also offers support http://goqnotes.com/29416/former-mayor-foxx-speaks-on-marriage-equality-as-clodfelter-also-offers-support/]"
"1354","^ ""Obama Supports Gay Marriage"" (Press release). Garcetti for Mayor 2013. City News Service. May 10, 2012. Retrieved July 3, 2013. ""When you put the politics aside, it's simple: when two people love each other and want to get married, it's nobody's business but their own."" "
"1355","^ Rook, Erin (September 28, 2012). Outtakes: Charlie Hales on His Candidacy for Portland Mayor. PQ Monthly. (Interview). Retrieved January 2, 2013. ""I have long supported marriage equality"" "
"1356","^ Most of Orange's GOP-led County Commission supports gay marriage"
"1357","^ a b c d e f g h i j Baron, Sharon (August 28, 2012). ""Parkland Mayor Joins Others in Signing ""Freedom to Marry"" Statement"". Coral Springs Talk. Retrieved January 2, 2013. "
"1358","^ Carlson, Ken (January 14, 2012). ""Would-be Modesto mayors focus on rekindling interest"". The Modesto Bee. Retrieved May 4, 2012. ""Marsh said he believed all people should have the right to marry."" "
"1359","^ Siebert, Annie (April 1, 2012). ""State mayoral divide on gay marriage"". Pittsburgh Post-Gazette. Retrieved January 6, 2014. "
"1360","^ Wright, John (2012-01-19). ""Rawlings 'personally' supports marriage"". Dallas Voice. Retrieved 2012-02-03. "
"1361","^ Gervin, Cari Wade (January 24, 2012). ""Mayor Rogero's First (Kinda) Controversy"". Metro Pulse. Retrieved February 29, 2012. ""I personally support marriage equality and equal rights for people regardless of sexual orientation."" "
"1362","^ a b Heinis, John (February 14, 2012). ""All three of Hudson County's state senators help send same-sex marriage bill to Assembly"". The Jersey Journal. Retrieved April 14, 2012. "
"1363","^ Barber, Elizabeth (March 16th, 2004). ""Boston Mayor Marty Walsh To Skip St. Patrick's Day Parade After Gay Marcher Deal Fails"". The Huffington Post. Retrieved Nov 15, 2014.  Check date values in: |date= (help)"
"1364","^ May, Heather (February 6, 2004). ""Rocky to boycott Marriage Week USA"". The Salt Lake Tribune. Retrieved May 8, 2010. "
"1365","^ Atkins, Toni (February 7, 2012). ""Statement Of Assemblymember Toni Atkins On Historic Ruling For Freedom And Justice"" (Press release). California State Democratic Caucus. Retrieved April 1, 2012. "
"1366","^ a b Cardinal, Denise (February 13, 1998). ""Mayor endorses same-sex marriages"". Las Vegas Sun. Retrieved February 19, 2012. ""Las Vegas Mayor Jan Laverty Jones might be one of only two mayors nationwide that have signed a proclamation supporting same-sex marriages. [...] It's believed that the mayor of San Francisco [Willie Brown] is the only other mayor in the country that signed the proclamation"" "
"1367","^ Resnick, Eric (September 16, 2005). ""Seven mayoral candidates speak on LGBT issues"". Gay People's Chronicle. Retrieved February 26, 2012. ""Campbell campaigned against it and regularly states her support of full marriage equality."" "
"1368","^ ""Equality"". New Mexicans for Marty Chavez. Retrieved July 1, 2012. ""In Congress, I will be strong advocate for marriage equality, fair adoption policies and strong federal laws that prohibit discrimination and battle hate crimes."" "
"1369","^ ""New Jersey S 1 - Authorizes Same-Sex Marriage - Key Vote"". Project Vote Smart. Retrieved June 29, 2012. ""Upendra Chivukula voted Yea (Passage) on this legislation."" "
"1370","^ Cieslewicz, Dave (August 5, 2010). ""Good Marriage"". City of Madison, Wisconsin. Retrieved February 26, 2012. "
"1371","^ a b c ""AB 43 Assembly Bill - Vote Information"". California Legislative Counsel. September 7, 2007. Retrieved June 30, 2012. "
"1372","^ Pierre, Robert E.; Cooperman, Alan (February 19, 2004). ""Mayors Support Gay Marriage Rights"". The Washington Post (The Ledger). p. A14. Retrieved May 8, 2010. "
"1373","^ ""David Dinkins for HRC's New Yorkers for Marriage Equality"". YouTube. March 16, 2011. Retrieved March 18, 2011. "
"1374","^ Hornick, Ed (2009-04-09). ""Same-sex marriage rights a step closer in District of Columbia"". CNN. Retrieved 2009-05-05. "
"1375","^ Hennie, Matthew A. (March 12, 2004). ""Franklin comes out in favor of gay marriage"". Southern Voice. Archived from the original on 2004-03-25. Retrieved June 2, 2012. "
"1376","^ Bernstein, David S. (August 29, 2007). ""Cambridge v. Anthony Galluccio"". The Boston Phoenix. Retrieved June 2, 2012. ""Galluccio was also slow to support gay marriage and in-state tuition for immigrants, two articles of liberal faith, evolving on both between his 2002 Senate campaign and this year’s."" "
"1377","^ ""California ban on same-sex marriage struck down"". CNN. May 15, 2008. Retrieved March 26, 2012. ""Neil Giuliano, president of the Gay and Lesbian Alliance Against Defamation, issued a statement saying, 'Today's ruling affirms that committed couples, gay and straight, should not be denied the duties, obligations and protections of marriage.'"" "
"1378","^ Konrad, Rachel (March 10, 2004). ""San Jose agrees to recognize same-sex marriages"". North County Times. Associated Press. Retrieved May 8, 2010. "
"1379","^ Marshall, Lynn; Mehren, Elizabeth (March 9, 2004). ""Same-Sex Marriage Battle Moves to Seattle"". Los Angeles Times. Retrieved February 26, 2012. ""Farris said Katz's 'only role' in the Multnomah County controversy has been to issue a statement in support of same-sex marriage."" "
"1380","^ ""Ed Koch for HRC's New Yorkers for Marriage Equality"". YouTube. March 16, 2011. Retrieved March 18, 2011. "
"1381","^ Gordon, Rachel (May 8, 2006). ""Dems dish dirt in race to replace Speier in Senate"". San Francisco Chronicle. Retrieved May 6, 2012. ""All three [candidates] said they would make funding of public education a top priority. They also back same-sex marriage"" "
"1382","^ ""Mayor Signs Executive Order, Will Send Ordinance to Council Recognizing Same Sex Marriage"". Seattle. 2004-03-08. Retrieved 2010-01-20. "
"1383","^ ""Mayor Perez Supports Civil Marriage Resolution"" (Press release). City of Hartford. February 9, 2007. Retrieved May 7, 2012. "
"1384","^ Pasero, Jim (June 2004). ""Life in the Land of the Latte Leftists"". Brainstorm NW. Retrieved 2010-06-01. "
"1385","^ ""Oregonians rally in wake of Calif. gay marriage ban"". KATU. Associated Press. 2008-11-15. Retrieved 2010-06-01. "
"1386","^ ""Cambridge OKs gay marriage"". The Daily Free Press. November 25, 2003. Retrieved June 2, 2012. ""Councilor Kenneth Reeves [...] praised the SJC [ruling that said banning gay marriages is unconstitutional in Massachusetts] and encouraged the council to pass the resolution and work toward equality for all."" "
"1387","^ Mapes, Lynda V. (September 7, 1996). ""Norm Rice Comfortable With Traditional Liberalism"". The Spokesman-Review. Retrieved May 6, 2012. ""He [Rice] says he would sign a bill legalizing gay marriage"" "
"1388","^ Wilson, Simone (July 14, 2011). ""Former L.A. Mayor Richard Riordan Hires 'Journalist of the Year' Patrick Range McDonald to Ghostwrite His Memoirs"". LA Weekly. Retrieved February 19, 2012. ""But Riordan has always been strongly in favor—going back years—of gay rights and gay marriage."" "
"1389","^ Simmons, E. Denise (August 1, 2011). ""Simmons: 'It is about time' for Cambridge to help same-sex married staffers"". Cambridge Chronicle. Retrieved April 1, 2012. ""As a member of the City Council I was overjoyed when, at midnight on May 17, 2004, Cambridge City Hall threw open its doors to issue the very first marriage licenses to same-sex couples in the nation."" "
"1390","^ ""Equality and Civil Rights for Gay and Lesbian Americans"" (Press release). United States Conference of Mayors. June 12–16, 2009. Retrieved July 1, 2012. ""WHEREAS, then-Conference President Wellington Webb of Denver spoke on behalf of the nation's mayors at the Millennium March for Gay and Lesbian Rights in 2000 calling for federal action on hate crimes, employment discrimination protection, repeal of don't-ask-don't-tell, and marriage equality"" "
"1391","^ Chibbaro, Jr., Lou (January 14, 2005). ""Davis reintroduces bill to ban gay marriage in D.C. GOP gains could aid Va. congresswoman's effort"". Washington Blade. Archived from the original on 2008-07-20. Retrieved June 18, 2012. ""D.C. Mayor Anthony Williams and a majority of the members of the D.C. Council have said they oppose DOMA laws and favor, in principle, the legalization of same-sex marriage."" "
"1392","v"
"1393","t"
"1394","e"
"1395","Alaska"
"1396","Arizona"
"1397","California"
"1398","Colorado"
"1399","Connecticut"
"1400","Delaware"
"1401","Hawaii"
"1402","Idaho"
"1403","Illinois"
"1404","Indiana"
"1405","Iowa"
"1406","Kansas"
"1407","Maine"
"1408","Maryland"
"1409","Massachusetts"
"1410","Minnesota"
"1411","Nevada"
"1412","New Hampshire"
"1413","New Jersey"
"1414","New Mexico"
"1415","New York"
"1416","North Carolina"
"1417","Oklahoma"
"1418","Oregon"
"1419","Pennsylvania"
"1420","Rhode Island"
"1421","Utah"
"1422","Vermont"
"1423","Virginia"
"1424","Washington"
"1425","West Virginia"
"1426","Wisconsin"
"1427","Wyoming"
"1428","Cheyenne and Arapaho Tribes"
"1429","Confederated Tribes of the Colville Reservation"
"1430","Coquille Indian Tribe"
"1431","Iipay Nation of Santa Ysabel"
"1432","Leech Lake Band of Ojibwe"
"1433","Little Traverse Bay Bands of Odawa Indians"
"1434","Mashantucket Pequot"
"1435","Pokagon Band of Potawatomi Indians"
"1436","The Puyallup Tribe of Indians"
"1437","Suquamish tribe"
"1438","St. Louis"
"1439","Arkansas1"
"1440","Florida"
"1441","South Carolina"
"1442","Texas"
"1443","Federal government"
"1444","Missouri"
"1445","Ohio2"
"1446","California"
"1447","Colorado"
"1448","District of Columbia"
"1449","Hawaii"
"1450","Illinois"
"1451","Maine"
"1452","Maryland"
"1453","Nevada"
"1454","New Jersey"
"1455","Oregon"
"1456","Washington"
"1457","Wisconsin"
"1458","Puerto Rico"
"1459","Virgin Islands"
"1460","Arkansas"
"1461","Mississippi"
"1462","Missouri"
"1463","Montana"
"1464","Tennessee"
"1465","Alabama"
"1466","Florida"
"1467","Georgia"
"1468","Kentucky"
"1469","Louisiana"
"1470","North Dakota"
"1471","Ohio"
"1472","South Carolina"
"1473","Texas"
"1474","South Dakota"
"1475","Michigan"
"1476","Nebraska"
"1477","American Samoa"
"1478","Guam"
"1479","Northern Mariana Islands"
"1480","Lists of people by ideology"
"1481","Same-sex marriage in the United States"
"1482","Pages using duplicate arguments in template calls"
"1483","Pages with citations lacking titles"
"1484","Pages with citations having bare URLs"
"1485","All articles with dead external links"
"1486","Articles with dead external links from April 2013"
"1487","CS1 errors: dates"
"1488","Dynamic lists"
"1489","Create account"
"1490","Log in"
"1491","Article"
"1492","Talk"
"1493","Read"
"1494","Edit"
"1495","View history"
"1496","Main page"
"1497","Contents"
"1498","Featured content"
"1499","Current events"
"1500","Random article"
"1501","Donate to Wikipedia"
"1502","Wikimedia Shop"
"1503","Help"
"1504","About Wikipedia"
"1505","Community portal"
"1506","Recent changes"
"1507","Contact page"
"1508","What links here"
"1509","Related changes"
"1510","Upload file"
"1511","Special pages"
"1512","Permanent link"
"1513","Page information"
"1514","Wikidata item"
"1515","Cite this page"
"1516","Create a book"
"1517","Download as PDF"
"1518","Printable version"
"1519",""
"1520"," This page was last modified on 16 November 2014 at 00:57."
"1521","Text is available under the Creative Commons Attribution-ShareAlike License;
additional terms may apply.  By using this site, you agree to the Terms of Use and Privacy Policy. Wikipedia® is a registered trademark of the Wikimedia Foundation, Inc., a non-profit organization."
"1522","Privacy policy"
"1523","About Wikipedia"
"1524","Disclaimers"
"1525","Contact Wikipedia"
"1526","Developers"
"1527","Mobile view"
"1528","
															
													"
"1529","
															
													"
